recall	precision
1.0	0.0017392847635105157
1.0	0.0017393156325429505
1.0	0.0017393465026711392
1.0	0.0017393773738951404
1.0	0.0017394082462150122
1.0	0.001739439119630813
1.0	0.0017394699941426011
1.0	0.0017395008697504348
1.0	0.0017395317464543728
1.0	0.0017395626242544733
1.0	0.0017395935031507942
1.0	0.0017396243831433948
1.0	0.0017396552642323327
1.0	0.0017396861464176667
1.0	0.001739717029699455
1.0	0.001739747914077756
1.0	0.0017397787995526283
1.0	0.00173980968612413
1.0	0.0017398405737923197
1.0	0.001739871462557256
1.0	0.001739902352418997
1.0	0.001739933243377601
1.0	0.0017399641354331268
1.0	0.0017399950285856326
1.0	0.0017400259228351768
1.0	0.0017400568181818181
1.0	0.0017400877146256147
1.0	0.0017401186121666253
1.0	0.001740149510804908
1.0	0.0017401804105405213
1.0	0.001740211311373524
1.0	0.0017402422133039742
1.0	0.0017402731163319305
1.0	0.0017403040204574513
1.0	0.0017403349256805952
1.0	0.0017403658320014207
1.0	0.0017403967394199861
1.0	0.00174042764793635
1.0	0.0017404585575505709
1.0	0.0017404894682627073
1.0	0.0017405203800728178
1.0	0.0017405512929809606
1.0	0.0017405822069871944
1.0	0.0017406131220915775
1.0	0.0017406440382941688
1.0	0.0017406749555950267
1.0	0.0017407367934917759
1.0	0.0017407677140877844
1.0	0.0017407986357822936
1.0	0.001740829558575362
1.0	0.001740860482467048
1.0	0.0017408914074574103
1.0	0.0017409223335465075
1.0	0.001740953260734398
1.0	0.0017409841890211404
1.0	0.0017410151184067935
1.0	0.0017410460488914157
1.0	0.0017410769804750653
1.0	0.0017411079131578013
1.0	0.001741138846939682
1.0	0.0017411697818207662
1.0	0.0017412007178011122
1.0	0.001741231654880779
1.0	0.0017412625930598247
1.0	0.0017412935323383085
1.0	0.0017413244727162885
1.0	0.0017413554141938235
1.0	0.001741386356770972
1.0	0.001741417300447793
1.0	0.0017414482452243448
1.0	0.0017414791911006858
1.0	0.0017415101380768752
1.0	0.0017415410861529714
1.0	0.0017415720353290327
1.0	0.0017416029856051182
1.0	0.0017416339369812864
1.0	0.0017416648894575959
1.0	0.0017416958430341053
1.0	0.0017417267977108733
1.0	0.0017417577534879587
1.0	0.00174178871036542
1.0	0.0017418196683433162
1.0	0.0017418506274217056
1.0	0.001741881587600647
1.0	0.001741912548880199
1.0	0.0017419435112604206
1.0	0.0017419744747413702
1.0	0.0017420054393231064
1.0	0.0017420364050056882
1.0	0.0017420673717891742
1.0	0.0017420983396736233
1.0	0.0017421293086590938
1.0	0.0017421602787456446
1.0	0.0017421912499333346
1.0	0.0017422222222222223
1.0	0.0017422531956123664
1.0	0.001742284170103826
1.0	0.0017423151456966593
1.0	0.0017423461223909256
1.0	0.0017423771001866832
1.0	0.0017424080790839913
1.0	0.0017424390590829082
1.0	0.0017424700401834927
1.0	0.001742501022385804
1.0	0.0017425320056899004
1.0	0.001742562990095841
1.0	0.0017425939756036844
1.0	0.0017426249622134894
1.0	0.0017426559499253147
1.0	0.0017426869387392194
1.0	0.001742717928655262
1.0	0.0017427489196735013
1.0	0.0017427799117939963
1.0	0.0017428109050168057
1.0	0.0017428418993419882
1.0	0.001742872894769603
1.0	0.0017429038912997084
1.0	0.0017429348889323635
1.0	0.001742965887667627
1.0	0.001742996887505558
1.0	0.0017430278884462151
1.0	0.0017430588904896573
1.0	0.0017430898936359432
1.0	0.0017431208978851318
1.0	0.0017431519032372821
1.0	0.0017431829096924527
1.0	0.0017432139172507027
1.0	0.0017432449259120906
1.0	0.0017432759356766758
1.0	0.0017433069465445166
1.0	0.0017433379585156722
1.0	0.0017433689715902017
1.0	0.0017433999857681634
1.0	0.0017434310010496167
1.0	0.0017434620174346202
1.0	0.001743493034923233
1.0	0.0017435240535155138
1.0	0.0017435550732115216
1.0	0.0017435860940113155
1.0	0.001743617115914954
1.0	0.0017436481389224965
1.0	0.0017436791630340018
1.0	0.0017437101882495285
1.0	0.0017437412145691357
1.0	0.0017437722419928825
1.0	0.0017438032705208277
1.0	0.0017438343001530303
1.0	0.0017438653308895493
1.0	0.0017438963627304435
1.0	0.0017439273956757718
1.0	0.0017439584297255935
1.0	0.0017439894648799672
1.0	0.0017440205011389522
1.0	0.0017440515385026072
1.0	0.0017440825769709913
1.0	0.0017441136165441634
1.0	0.0017441446572221827
1.0	0.0017441756990051079
1.0	0.0017442067418929983
1.0	0.0017442377858859126
1.0	0.00174426883098391
1.0	0.0017442998771870495
1.0	0.00174433092449539
1.0	0.0017443619729089906
1.0	0.0017443930224279103
1.0	0.0017444240730522082
1.0	0.001744455124781943
1.0	0.0017444861776171744
1.0	0.0017445172315579606
1.0	0.0017445482866043614
1.0	0.0017445793427564354
1.0	0.0017446104000142417
1.0	0.0017446414583778395
1.0	0.0017446725178472877
1.0	0.0017447035784226455
1.0	0.001744734640103972
1.0	0.001744765702891326
1.0	0.0017447967667847668
1.0	0.0017448278317843534
1.0	0.001744858897890145
1.0	0.0017448899651022007
1.0	0.0017449210334205794
1.0	0.0017449521028453402
1.0	0.0017449831733765424
1.0	0.001745014245014245
1.0	0.0017450453177585072
1.0	0.0017450763916093878
1.0	0.0017451074665669462
1.0	0.0017451385426312416
1.0	0.001745169619802333
1.0	0.0017452006980802793
1.0	0.0017452317774651399
1.0	0.001745262857956974
1.0	0.0017452939395558404
1.0	0.0017453250222617988
1.0	0.0017453561060749077
1.0	0.001745387190995227
1.0	0.0017454182770228152
1.0	0.0017454493641577316
1.0	0.0017454804524000356
1.0	0.0017455115417497862
1.0	0.0017455426322070427
1.0	0.001745573723771864
1.0	0.00174560481644431
1.0	0.001745635910224439
1.0	0.0017456670051123105
1.0	0.001745698101107984
1.0	0.0017457291982115183
1.0	0.0017457602964229728
1.0	0.0017457913957424067
1.0	0.0017458224961698792
1.0	0.0017458535977054495
1.0	0.001745884700349177
1.0	0.0017459158041011206
1.0	0.0017459469089613397
1.0	0.0017459780149298937
1.0	0.0017460091220068415
1.0	0.0017460402301922426
1.0	0.001746071339486156
1.0	0.0017461024498886413
1.0	0.0017461335613997576
1.0	0.0017461646740195643
1.0	0.00174619578774812
1.0	0.001746226902585485
1.0	0.0017462580185317177
1.0	0.0017463202537510245
1.0	0.0017467560245258806
1.0	0.0017467871593319431
1.0	0.0017468182952479414
1.0	0.0017468494322739345
1.0	0.0017468805704099822
1.0	0.0017469117096561436
1.0	0.0017469428500124782
1.0	0.0017469739914790453
1.0	0.0017470051340559042
1.0	0.0017470362777431143
1.0	0.0017470674225407352
1.0	0.001747098568448826
1.0	0.0017471297154674464
1.0	0.0017471608635966553
1.0	0.0017471920128365127
1.0	0.0017472231631870778
1.0	0.0017472543146484097
1.0	0.0017472854672205681
1.0	0.0017473166209036122
1.0	0.0017473477756976019
1.0	0.001747378931602596
1.0	0.0017474100886186545
1.0	0.0017474412467458364
1.0	0.0017474724059842015
1.0	0.001747503566333809
1.0	0.0017475347277947182
1.0	0.0017475658903669889
1.0	0.0017475970540506804
1.0	0.001747628218845852
1.0	0.0017476593847525635
1.0	0.001747690551770874
1.0	0.0017477217199008436
1.0	0.001747752889142531
1.0	0.001747784059495996
1.0	0.0017478152309612985
1.0	0.0017478464035384973
1.0	0.001747877577227652
1.0	0.0017479087520288227
1.0	0.0017479399279420682
1.0	0.0017479711049674484
1.0	0.0017480022831050227
1.0	0.0017480334623548508
1.0	0.001748064642716992
1.0	0.0017480958241915057
1.0	0.0017481270067784516
1.0	0.0017481581904778894
1.0	0.0017481893752898784
1.0	0.001748220561214478
1.0	0.0017482517482517483
1.0	0.0017482829364017483
1.0	0.0017483141256645377
1.0	0.0017483453160401763
1.0	0.0017483765075287233
1.0	0.0017484077001302385
1.0	0.0017484388938447813
1.0	0.0017484700886724117
1.0	0.0017485012846131887
1.0	0.0017485324816671722
1.0	0.0017485636798344217
1.0	0.001748594879114997
1.0	0.0017486260795089572
1.0	0.0017486572810163623
1.0	0.0017486884836372721
1.0	0.0017487196873717456
1.0	0.001748750892219843
1.0	0.0017487820981816236
1.0	0.001748813305257147
1.0	0.0017488445134464729
1.0	0.001748875722749661
1.0	0.0017489069331667708
1.0	0.001748938144697862
1.0	0.0017489693573429943
1.0	0.0017490005711022273
1.0	0.0017490317859756206
1.0	0.001749063001963234
1.0	0.001749094219065127
1.0	0.0017491254372813594
1.0	0.0017491566566119907
1.0	0.0017491878770570807
1.0	0.001749219098616689
1.0	0.0017492503212908754
1.0	0.0017492815450796994
1.0	0.001749312769983221
1.0	0.0017493439960014994
1.0	0.0017493752231345948
1.0	0.0017494064513825665
1.0	0.0017494376807454747
1.0	0.0017494689112233786
1.0	0.0017495001428163382
1.0	0.0017495313755244131
1.0	0.0017495626093476631
1.0	0.001749593844286148
1.0	0.001749625080339927
1.0	0.0017496563175090608
1.0	0.0017496875557936084
1.0	0.0017497187951936296
1.0	0.0017497500357091843
1.0	0.0017497812773403325
1.0	0.0017498125200871336
1.0	0.0017498437639496473
1.0	0.0017499062550220524
1.0	0.001749937502232063
1.0	0.0017499687505580259
1.0	0.00175
1.0	0.0017500312505580456
1.0	0.0017500625022322225
1.0	0.0017500937550225905
1.0	0.0017501250089292093
1.0	0.0017501562639521387
1.0	0.0017501875200914383
1.0	0.0017502187773471684
1.0	0.0017502500357193885
1.0	0.0017502812952081585
1.0	0.0017503125558135382
1.0	0.0017503438175355873
1.0	0.001750375080374366
1.0	0.0017504063443299336
1.0	0.0017504376094023505
1.0	0.0017504688755916762
1.0	0.001750500142897971
1.0	0.001750531411321294
1.0	0.0017505626808617056
1.0	0.0017505939515192654
1.0	0.0017506252232940337
1.0	0.0017506564961860698
1.0	0.001750687770195434
1.0	0.0017507190453221859
1.0	0.0017507503215663856
1.0	0.001750781598928093
1.0	0.0017508128774073677
1.0	0.00175084415700427
1.0	0.0017508754377188595
1.0	0.0017509067195511962
1.0	0.00175093800250134
1.0	0.001750969286569351
1.0	0.0017510005717552887
1.0	0.0017510318580592134
1.0	0.001751063145481185
1.0	0.0017511570144559797
1.0	0.001751188306350738
1.0	0.0017512195993638427
1.0	0.0017512508934953539
1.0	0.0017512821887453315
1.0	0.0017513134851138354
1.0	0.0017513447826009256
1.0	0.0017513760812066623
1.0	0.0017514073809311054
1.0	0.0017514386817743146
1.0	0.00175146998373635
1.0	0.001751501286817272
1.0	0.00175153259101714
1.0	0.0017515638963360143
1.0	0.0017515952027739549
1.0	0.0017516265103310216
1.0	0.0017516578190072748
1.0	0.001751689128802774
1.0	0.0017517204397175799
1.0	0.0017517517517517517
1.0	0.00175178306490535
1.0	0.0017518143791784347
1.0	0.001751845694571066
1.0	0.0017518770110833035
1.0	0.0017519083287152076
1.0	0.0017519396474668383
1.0	0.0017519709673382556
1.0	0.0017520022883295194
1.0	0.00175203361044069
1.0	0.0017520649336718276
1.0	0.0017520962580229917
1.0	0.001752127583494243
1.0	0.0017521589100856412
1.0	0.0017521902377972466
1.0	0.001752221566629119
